id,titlu,an,n_chirilic_chars,pct_chirilic,prob_cls1_orig,prob_cls1_ablated,delta_prob_cls1,pred_orig,pred_ablated,flip
vrd_0632,Ucraina e o dictatură și nu poate organiza alegeri libere,2025,0,0.0,0.057306356728076935,0.057306356728076935,0.0,0,0,0
vrd_0198,UE a trimis militari în Ucraina înainte de 2022 pentru a slăbi Rusia,2023,0,0.0,0.0023542908020317554,0.0023542908020317554,0.0,0,0,0
vrd_0566,"Manualele din Moldova, rescrise pentru a justifica confruntarea cu Rusia",2025,0,0.0,0.01358141377568245,0.01358141377568245,0.0,0,0,0
vrd_0189,"PROPAGANDĂ DE RĂZBOI: Zelenski a ucis peste 50 de mii de femei, mobilizându-le în armată",2022,0,0.0,0.6704566478729248,0.6704566478729248,0.0,1,1,0
vrd_0317,Planul de federalizare a Moldovei a avut o largă susținere la Chișinău,2023,0,0.0,0.6704244613647461,0.6704244613647461,0.0,1,1,0
vrd_0125,PROPAGANDĂ DE RĂZBOI: Misiunea AIEA a lăudat armata rusă pentru că apără centrala nucleară Zaporojie de bombardamentele ucrainene,2022,0,0.0,0.0027564081829041243,0.0027564081829041243,0.0,0,0,0
vrd_0580,Bucureștiul îi cere Chișinăului suprimarea opoziției pro-ruse,2025,0,0.0,0.22895017266273499,0.22895017266273499,0.0,0,0,0
vrd_0056,Kievul torturează prizonierii de război și refuză să respecte Convenția de la Geneva,2022,0,0.0,0.005541233345866203,0.005541233345866203,0.0,0,0,0
vrd_0324,Odesa și sudul Ucrainei sunt ale Rusiei,2023,0,0.0,0.005085701122879982,0.005085701122879982,0.0,0,0,0
vrd_0365,"Ucraina, o invenție a Rusiei condusă acum de non-ucraineni",2024,0,0.0,0.6683200001716614,0.6683200001716614,0.0,1,1,0
vrd_0640,Zelenski vrea să fie legitimat ca președinte de Putin,2026,0,0.0,0.0017993596848100424,0.0017993596848100424,0.0,0,0,0
vrd_0261,Ucrainenii vor cetățenia rusă ca să-și apere copiii de UE,2023,0,0.0,0.0028423541225492954,0.0028423541225492954,0.0,0,0,0
vrd_0548,"Rusia vrea să returneze ucrainenii uciși, dar Kievul refuză",2025,0,0.0,0.0024047866463661194,0.0024047866463661194,0.0,0,0,0
vrd_0552,"Spre deosebire de Israel, Rusia a intrat în război ca să se apere",2025,0,0.0,0.02041645534336567,0.02041645534336567,0.0,0,0,0
vrd_0444,Maia Sandu este doar președintele diasporei,2024,0,0.0,0.0020044087432324886,0.0020044087432324886,0.0,0,0,0
vrd_0528,Rusia are dreptul istoric de a ocupa Ucraina,2025,0,0.0,0.004886077716946602,0.004886077716946602,0.0,0,0,0
vrd_0562,Rusia ajută Ucraina să revină la pace și neutralitate,2025,0,0.0,0.003298911266028881,0.003298911266028881,0.0,0,0,0
vrd_0034,PROPAGANDĂ DE RĂZBOI: Rusia a distrus laboratoare americane de arme biologice din Ucraina,2022,0,0.0,0.0024842750281095505,0.0024842750281095505,0.0,0,0,0
vrd_0152,Rusia s-a retras din APCE pentru că n-a vrut gay în Duma de Stat,2022,0,0.0,0.0015461064176633954,0.0015461064176633954,0.0,0,0,0
vrd_0073,Rusia va fi forțată să recurgă la arme nucleare,2022,0,0.0,0.0020449955482035875,0.0020449955482035875,0.0,0,0,0
vrd_0611,Moscova îi va judeca pe criminalii de război ucraineni,2025,0,0.0,0.4062468409538269,0.4062468409538269,0.0,0,0,0
vrd_0627,"Occidentul folosește Ucraina drept ""berbec"" împotriva Rusiei",2025,0,0.0,0.002597407205030322,0.002597407205030322,0.0,0,0,0
vrd_0429,"Rusia poartă un război just și etic, nu ca Israelul",2024,0,0.0,0.6743482351303101,0.6743482351303101,0.0,1,1,0
vrd_0602,Guvernarea de la Chișinău pregătește închiderea școlilor în limba rusă,2025,0,0.0,0.6776905059814453,0.6776905059814453,0.0,1,1,0
vrd_0232,"În 2023, România va pierde Transilvania",2023,0,0.0,0.6724936366081238,0.6724936366081238,0.0,1,1,0
vrd_0619,UE sabotează planul american de pace pentru a prelungi războiul,2025,0,0.0,0.0040191225707530975,0.0040191225707530975,0.0,0,0,0
vrd_0289,Ucrainenii nu învață ceva util din instrucția NATO,2023,0,0.0,0.002316552447155118,0.002316552447155118,0.0,0,0,0
vrd_0049,PROPAGANDĂ DE RĂZBOI: ONU sprijină genocidul îndreptat împotriva rusofonilor din Ucraina,2022,0,0.0,0.019267747178673744,0.019267747178673744,0.0,0,0,0
vrd_0064,"PROPAGANDĂ DE RĂZBOI: Polonia va prelua controlul asupra ""teritoriilor sale istorice"" din Ucraina cu ajutorul SUA",2022,0,0.0,0.002603371860459447,0.002603371860459447,0.0,0,0,0
vrd_0028,Kievul a înscenat pentru presă atacurile separatiștilor din Donbass asupra infrastructurii civile,2022,0,0.0,0.006428970489650965,0.006428970489650965,0.0,0,0,0
vrd_0612,În Moldova sunt edificate monumente naziste,2025,0,0.0,0.01871367171406746,0.01871367171406746,0.0,0,0,0
vrd_0650,Republica Moldova vrea să rupă relațiile diplomatice cu Rusia,2026,0,0.0,0.001792667550034821,0.001792667550034821,0.0,0,0,0
vrd_0234,Apropierea de UE aruncă Moldova în sărăcie,2023,0,0.0,0.6764222979545593,0.6764222979545593,0.0,1,1,0
vrd_0644,Zelenski a făcut trafic de minori cu Epstein,2026,0,0.0,0.0016457346500828862,0.0016457346500828862,0.0,0,0,0
vrd_0086,Statele Unite au provocat războiul din Ucraina pentru a profita economic,2022,0,0.0,0.6710357666015625,0.6710357666015625,0.0,1,1,0
vrd_0284,Maia Sandu închide școli pentru că Occidentul vrea mână de lucru ieftină,2023,0,0.0,0.6774649024009705,0.6774649024009705,0.0,1,1,0
vrd_0493,"Republica Moldova, românizată în urma presiunilor Bucureștiului",2025,0,0.0,0.1308833509683609,0.1308833509683609,0.0,0,0,0
vrd_0439,Ucrainenii vor să-l ucidă pe secretarul general ONU,2024,0,0.0,0.001806228538043797,0.001806228538043797,0.0,0,0,0
vrd_0245,România este invadată de asiatici,2023,0,0.0,0.676508367061615,0.676508367061615,0.0,1,1,0
vrd_0078,PROPAGANDĂ DE RĂZBOI: UE se teme de tuberculoza provenită din laboratoare NATO din Ucraina,2022,0,0.0,0.0017824871465563774,0.0017824871465563774,0.0,0,0,0
vrd_0020,Forțele speciale britanice vor escalada situația din Donbass fără consimțământul Kievului,2022,0,0.0,0.0035470810253173113,0.0035470810253173113,0.0,0,0,0
vrd_0346,"Euromaidanul, o acțiune rusofobă și fascistă care a cauzat războiul",2024,0,0.0,0.6617054343223572,0.6617054343223572,0.0,1,1,0
vrd_0598,"Militari britanici, alături de Rusia contra ""noului Hitler"", Zelenski",2025,0,0.0,0.0016343154711648822,0.0016343154711648822,0.0,0,0,0
vrd_0323,Occidentul pregătește înlocuirea Maiei Sandu,2023,0,0.0,0.06777060031890869,0.06777060031890869,0.0,0,0,0
vrd_0181,"PROPAGANDĂ DE RĂZBOI: Pierderile armatei ucrainene sunt atât de mari, încât elevii sunt forțați să doneze sânge pentru militari",2022,0,0.0,0.004796718712896109,0.004796718712896109,0.0,0,0,0
vrd_0258,Scoaterea Partidului Șor în afara legii e uzurpare a puterii în stat,2023,0,0.0,0.6791849732398987,0.6791849732398987,0.0,1,1,0
vrd_0478,NATO vrea ca România și Moldova să dea carne de tun pentru un război cu Rusia,2025,0,0.0,0.003369917394593358,0.003369917394593358,0.0,0,0,0
vrd_0048,"Un oficial rus cere ""denazificarea"" statelor baltice, Poloniei, Republicii Moldova și Kazahstanului",2022,0,0.0,0.0030625169165432453,0.0030625169165432453,0.0,0,0,0
vrd_0388,Armata Republicii Moldova va deveni parte a armatei române,2024,0,0.0,0.6774470210075378,0.6774470210075378,0.0,1,1,0
vrd_0665,"UE ține în viață ""regimul nazist"" de la Kiev care respinge pacea",2026,0,0.0,0.0027894750237464905,0.0027894750237464905,0.0,0,0,0
vrd_0111,"Dacă Republica Moldova ar fi fost parte a României, era o regiune subdezvoltată, cu o populația de analfabeți aserviți românilor",2022,0,0.0,0.6772313117980957,0.6772313117980957,0.0,1,1,0
vrd_0117,O baschetbalistă din România a murit din cauza vaccinării împotriva COVID-19,2022,0,0.0,0.0031949190888553858,0.0031949190888553858,0.0,0,0,0
vrd_0434,"Ucraina se pregătește să atace Transnistria, cu sprijinul tacit al Occidentului",2024,0,0.0,0.005442964844405651,0.005442964844405651,0.0,0,0,0
vrd_0139,"PROPAGANDĂ DE RĂZBOI: Pierderi de sute de mii de militari ucraineni, confirmate de un general de la Kiev",2022,0,0.0,0.0033542115706950426,0.0033542115706950426,0.0,0,0,0
vrd_0217,Chișinăul promovează isteria antirusă,2023,0,0.0,0.0033461630810052156,0.0033461630810052156,0.0,0,0,0
vrd_0253,În Republica Moldova nu există propagandă rusă,2023,0,0.0,0.001850327244028449,0.001850327244028449,0.0,0,0,0
vrd_0364,Ajutorul american pentru Ucraina va cauza distrugeri și victime,2024,0,0.0,0.6701540946960449,0.6701540946960449,0.0,1,1,0
vrd_0037,PROPAGANDĂ DE RĂZBOI: În laboratoarele secrete din Ucraina era produs coronavirus,2022,0,0.0,0.0016604861011728644,0.0016604861011728644,0.0,0,0,0
vrd_0353,Guvern ucrainean în exil și război al Occidentului cu Rusia,2024,0,0.0,0.6672308444976807,0.6672308444976807,0.0,1,1,0
vrd_0587,Franța și Marea Britanie vor Transnistria ca să ajungă la Marea Neagră,2025,0,0.0,0.01776452362537384,0.01776452362537384,0.0,0,0,0
vrd_0176,PROPAGANDĂ DE RĂZBOI: În Ucraina sunt mobilizați doar rusofonii din est pentru că se dorește exterminarea lor,2022,0,0.0,0.003884712466970086,0.003884712466970086,0.0,0,0,0
vrd_0254,Occidentul forțează Moldova să urmeze calea Ucrainei,2023,0,0.0,0.002009222749620676,0.002009222749620676,0.0,0,0,0
vrd_0412,Germania va reloca migranții în Moldova,2024,0,0.0,0.675128161907196,0.675128161907196,0.0,1,1,0
vrd_0206,Guvernarea de la Chișinău vrea să elimine limba moldovenească pentru că pregătește unirea cu România,2023,0,0.0,0.19087059795856476,0.19087059795856476,0.0,0,0,0
vrd_0320,Maia Sandu pregătește Moldova de război cu Rusia,2023,0,0.0,0.002074080752208829,0.002074080752208829,0.0,0,0,0
vrd_0071,PROPAGANDĂ DE RĂZBOI: Președintele Poloniei a recunoscut că Varșovia va anexa teritorii ucrainene,2022,0,0.0,0.01968563161790371,0.01968563161790371,0.0,0,0,0
vrd_0303,"Televiziune închisă în Moldova pentru că promova ""valorile familiei tradiționale""",2023,0,0.0,0.6785319447517395,0.6785319447517395,0.0,1,1,0
vrd_0527,Ucraina refuză pacea și riscă să rămână fără aliați,2025,0,0.0,0.0033805600833147764,0.0033805600833147764,0.0,0,0,0
vrd_0465,Zelenski e marioneta naziștilor,2024,0,0.0,0.6724829077720642,0.6724829077720642,0.0,1,1,0
vrd_0212,Ucraina blochează creare unei zone de protecție la centrala nucleară Zaporojie și vrea să provoace un accident nuclear,2023,0,0.0,0.0020764232613146305,0.0020764232613146305,0.0,0,0,0
vrd_0447,Ucrainenii locuiesc pe teritoriul istoric al Rusiei,2024,0,0.0,0.02213733084499836,0.02213733084499836,0.0,0,0,0
vrd_0035,"PROPAGANDĂ DE RĂZBOI: Kievul pregătea o agresiune împotriva Donbass-ului în martie, iar Rusia a fost nevoită să intervină pentru a o opri",2022,0,0.0,0.002460337011143565,0.002460337011143565,0.0,0,0,0
vrd_0061,Propagandă de război: Jandarmii francezi vor ascunde urmele crimelor comise de Ucraina la Bucea,2022,0,0.0,0.004560449626296759,0.004560449626296759,0.0,0,0,0
vrd_0336,NATO a atacat Rusia cu căpușe lansate din Ucraina,2024,0,0.0,0.02245783619582653,0.02245783619582653,0.0,0,0,0
vrd_0109,PROPAGANDĂ DE RĂZBOI: ONU și Turcia recunosc dreptul Rusiei de a controla porturile maritime ale Ucrainei,2022,0,0.0,0.00261743925511837,0.00261743925511837,0.0,0,0,0
vrd_0285,Ucrainenii din Polonia vor fi extrădați și trimiși pe front,2023,0,0.0,0.003998023457825184,0.003998023457825184,0.0,0,0,0
vrd_0610,UE încurajează China să întreţină războiul din Ucraina,2025,0,0.0,0.6689485311508179,0.6689485311508179,0.0,1,1,0
vrd_0275,Rusia îi salvează pe ucraineni de la autodistrugere,2023,0,0.0,0.6761704683303833,0.6761704683303833,0.0,1,1,0
vrd_0589,Ucraina s-a transformat într-un lagăr de concentrare,2025,0,0.0,0.0016546372789889574,0.0016546372789889574,0.0,0,0,0
vrd_0251,"Summitul CPE, organizat pentru crearea unei coaliții anti-ruse",2023,0,0.0,0.05485354736447334,0.05485354736447334,0.0,0,0,0
vrd_0379,Ucrainenii își distrug orașele pentru a nu le lăsa Rusiei,2024,0,0.0,0.6763518452644348,0.6763518452644348,0.0,1,1,0
vrd_0250,Principiile morale împiedică Rusia să încheie războiul,2023,0,0.0,0.6759694814682007,0.6759694814682007,0.0,1,1,0
vrd_0358,Ucrainenii și rușii sunt același popor iar Rusia poartă un război sfânt,2024,0,0.0,0.6761877536773682,0.6761877536773682,0.0,1,1,0
vrd_0597,"Rusia, forțată să dezmembreze Ucraina ca să prevină războiul în Europa",2025,0,0.0,0.671958327293396,0.671958327293396,0.0,1,1,0
vrd_0565,UE se opune negocierilor pentru că pregătește un război cu Rusia,2025,0,0.0,0.0023953604977577925,0.0023953604977577925,0.0,0,0,0
vrd_0222,Ucraina va continua să asasineze ruși în baza unei liste publicate online,2023,0,0.0,0.003463160013779998,0.003463160013779998,0.0,0,0,0
vrd_0356,"Rusia, superioară tehnologic și militar Occidentului",2024,0,0.0,0.002277678344398737,0.002277678344398737,0.0,0,0,0
vrd_0385,Liderii ucraineni au cetăţenie americană,2024,0,0.0,0.647749662399292,0.647749662399292,0.0,1,1,0
vrd_0063,PROPAGANDĂ DE RĂZBOI: Ucraina a atacat cu arme chimice și biologice pozițiile militarilor ruși,2022,0,0.0,0.002361592138186097,0.002361592138186097,0.0,0,0,0
vrd_0427,"Referendumul pentru UE din Moldova e, de fapt, referendum pentru LGBT",2024,0,0.0,0.6775537133216858,0.6775537133216858,0.0,1,1,0
vrd_0367,Ucraina le interzice ortodocșilor să participe la slujba de Înviere,2024,0,0.0,0.015157204121351242,0.015157204121351242,0.0,0,0,0
vrd_0430,Stoltenberg va răspunde penal pentru războiul din Ucraina,2024,0,0.0,0.0016165145207196474,0.0016165145207196474,0.0,0,0,0
vrd_0247,Ucraina este o invenție sovietică,2023,0,0.0,0.002090158872306347,0.002090158872306347,0.0,0,0,0
vrd_0210,Biserica Ortodoxă Ucraineană este persecutată de Kiev ca în perioada comunistă,2023,0,0.0,0.6680870652198792,0.6680870652198792,0.0,1,1,0
vrd_0089,Occidentul împinge Republica Moldova spre război cu Transnistria și Rusia,2022,0,0.0,0.6745354533195496,0.6745354533195496,0.0,1,1,0
vrd_0121,Guvernarea de la Chișinău subminează rolul limbii ruse și încalcă drepturile minorităților naționale,2022,0,0.0,0.6755512952804565,0.6755512952804565,0.0,1,1,0
vrd_0375,"Ucraina se destrămă, iar ucrainenii vor eliberați de Rusia",2024,0,0.0,0.005466789938509464,0.005466789938509464,0.0,0,0,0
vrd_0663,"Dacă R. Moldova părăsește CSI, nu mai recunoaște destrămarea URSS",2026,0,0.0,0.013253179378807545,0.013253179378807545,0.0,0,0,0
vrd_0381,Rusia este mai democratică decât Ucraina,2024,0,0.0,0.001605961937457323,0.001605961937457323,0.0,0,0,0
vrd_0541,Nu există propagandă rusă în Republica Moldova,2025,0,0.0,0.004212251864373684,0.004212251864373684,0.0,0,0,0
vrd_0557,"70.000 de militari NATO, dislocați în România pentru a ocupa Odesa",2025,0,0.0,0.003325052559375763,0.003325052559375763,0.0,0,0,0
vrd_0395,România pregătește un război în Transnistria,2024,0,0.0,0.01780552975833416,0.01780552975833416,0.0,0,0,0
vrd_0546,Ucraina a devenit un lagăr de concentrare nazist,2025,0,0.0,0.6176682710647583,0.6176682710647583,0.0,1,1,0
vrd_0496,"UE șantajează Moldova că, fără un guvern european, îi taie finanțarea",2025,0,0.0,0.024546055123209953,0.024546055123209953,0.0,0,0,0
vrd_0419,Militarii ucraineni răpesc copii în Donbas,2024,0,0.0,0.002356434240937233,0.002356434240937233,0.0,0,0,0
vrd_0268,"Pentru a adera la UE, Republica Moldova trebuie să trimită soldați în războiul din Ucraina",2023,0,0.0,0.024997062981128693,0.024997062981128693,0.0,0,0,0
vrd_0330,Occidentul vrea să transforme R. Moldova într-un cap de pod antirusesc,2024,0,0.0,0.006394019350409508,0.006394019350409508,0.0,0,0,0
vrd_0094,DEZINFORMARE În Republica Moldova se introduce cenzura prin interzicerea difuzării unor categorii de programe din Rusia,2022,0,0.0,0.007623695302754641,0.007623695302754641,0.0,0,0,0
vrd_0279,"Forțat de Occident să renunțe la CSI, Chișinăul își distruge economia",2023,0,0.0,0.6749687194824219,0.6749687194824219,0.0,1,1,0
vrd_0301,UE îi recomandă lui Zelenski să-i cedeze Rusiei teritorii,2023,0,0.0,0.0031891888938844204,0.0031891888938844204,0.0,0,0,0
vrd_0536,"Denazificarea Ucrainei, necesară pentru a salva limba și cultura rusă",2025,0,0.0,0.0022035478614270687,0.0022035478614270687,0.0,0,0,0
vrd_0584,UE împinge SUA și Rusia spre un război nuclear din cauza Ucrainei,2025,0,0.0,0.012594515457749367,0.012594515457749367,0.0,0,0,0
vrd_0235,Occidentul va ordona Poloniei să atace Belarusul și să ocupe Liovul,2023,0,0.0,0.01943386159837246,0.01943386159837246,0.0,0,0,0
vrd_0123,PROPAGANDĂ DE RĂZBOI: Anthony Fauci a confirmat că virusul SARS-CoV-2 a fost produs în laboratoarele din Ucraina,2022,0,0.0,0.001650489866733551,0.001650489866733551,0.0,0,0,0
vrd_0574,Rusia trebuie să anexeze Ucraina,2025,0,0.0,0.6726195216178894,0.6726195216178894,0.0,1,1,0
vrd_0585,Chișinăul folosește amenințarea rusă ca șantaj să ceară mai mulți bani de la UE,2025,0,0.0,0.002329980256035924,0.002329980256035924,0.0,0,0,0
vrd_0188,"PROPAGANDĂ DE RĂZBOI: SUA au declarat război Rusiei, permițând armatei ucrainene să bombardeze Crimeea",2022,0,0.0,0.0033269606065005064,0.0033269606065005064,0.0,0,0,0
vrd_0633,Europarlamentarii români au votat pentru înarmare și război,2025,0,0.0,0.6804394125938416,0.6804394125938416,0.0,1,1,0
vrd_0441,Referendumul din Moldova permite abandonarea neutralității și unirea cu România,2024,0,0.0,0.6622354388237,0.6622354388237,0.0,1,1,0
vrd_0299,Zelenski nu mai este sprijinit în Occident și în România,2023,0,0.0,0.0018011247739195824,0.0018011247739195824,0.0,0,0,0
vrd_0036,"PROPAGANDĂ DE RĂZBOI: Președintele Ucrainei, Volodimir Zelenski, ar putea recunoaște Donbass-ul și Crimeea ca teritorii ale Rusiei",2022,0,0.0,0.002002470660954714,0.002002470660954714,0.0,0,0,0
vrd_0224,Viitorul stat polono-ucrainean va dezmembra România,2023,0,0.0,0.668161928653717,0.668161928653717,0.0,1,1,0
vrd_0616,Radu Gyr a fost condamnat la moarte doar pentru o poezie,2025,0,0.0,0.558017373085022,0.558017373085022,0.0,1,1,0
vrd_0368,Rusia eliberează Ucraina de sub ocupația ucraineană,2024,0,0.0,0.6736699342727661,0.6736699342727661,0.0,1,1,0
vrd_0202,"""Operațiunea militară specială"" a salvat Rusia de invazia NATO și nazismul ucrainean",2023,0,0.0,0.004086045082658529,0.004086045082658529,0.0,0,0,0
vrd_0372,Rusia luptă în Ucraina pentru valorile tradiționale,2024,0,0.0,0.6794776916503906,0.6794776916503906,0.0,1,1,0
vrd_0621,Aderarea Republicii Moldova ar distruge economia UE,2025,0,0.0,0.002163644414395094,0.002163644414395094,0.0,0,0,0
vrd_0453,Moldova vrea zid la granița cu Ucraina,2024,0,0.0,0.003580755088478327,0.003580755088478327,0.0,0,0,0
vrd_0091,PROPAGANDĂ DE RĂZBOI: Armata ucraineană masacrează rusofonii în timpul retragerii din Donbass,2022,0,0.0,0.002642190083861351,0.002642190083861351,0.0,0,0,0
vrd_0053,SUA trimite în Ucraina militari afghani care au fugit de talibani în Occident,2022,0,0.0,0.002675117924809456,0.002675117924809456,0.0,0,0,0
vrd_0168,PROPAGANDĂ DE RĂZBOI: Francezii resping politica de sancțiuni față de Rusia și asistența acordată Ucrainei,2022,0,0.0,0.0021667215041816235,0.0021667215041816235,0.0,0,0,0
vrd_0396,"Cetățean UE, condamnat la închisoare pentru arborarea drapelului rus",2024,0,0.0,0.00629792083054781,0.00629792083054781,0.0,0,0,0
vrd_0394,Occidentul rusofob și nazist distruge sportul mondial,2024,0,0.0,0.027363169938325882,0.027363169938325882,0.0,0,0,0
vrd_0193,Acțiunile militarilor ruși în regiunea Herson sunt un exemplu de comportament uman,2023,0,0.0,0.0022696498781442642,0.0022696498781442642,0.0,0,0,0
vrd_0408,Ucrainenii nu vor războiul mondial urmărit de Zelenski,2024,0,0.0,0.0020048734731972218,0.0020048734731972218,0.0,0,0,0
vrd_0511,UE nu-l va lăsa pe Zelenski să pună capăt războiului,2025,0,0.0,0.001761127612553537,0.001761127612553537,0.0,0,0,0
vrd_0377,Parteneriatul de securitate cu UE duce Moldova în NATO,2024,0,0.0,0.08928404003381729,0.08928404003381729,0.0,0,0,0
vrd_0360,SUA și Occidentul nu oferă sprijin real Republicii Moldova,2024,0,0.0,0.056671854108572006,0.056671854108572006,0.0,0,0,0
vrd_0436,Ucrainenii părăsesc UE pentru Rusia,2024,0,0.0,0.0021335796918720007,0.0021335796918720007,0.0,0,0,0
vrd_0590,UE și NATO vor să ocupe Moldova cu ajutorul Maiei Sandu,2025,0,0.0,0.6080420017242432,0.6080420017242432,0.0,1,1,0
vrd_0631,Republica Moldova își pune economia pe picior de război,2025,12,0.7421150278293136,0.0023863441310822964,0.0022518886253237724,0.00013445550575852394,0,0,0
vrd_0257,Marea Azov e o mare internă a Rusiei,2023,0,0.0,0.004715427290648222,0.004715427290648222,0.0,0,0,0
vrd_0542,"Crimeea este a Rusiei, iar Ucraina a admis acest lucru",2025,0,0.0,0.0020079638343304396,0.0020079638343304396,0.0,0,0,0
vrd_0629,Pacea în Ucraina depinde de înlăturarea regimului Zelenski,2025,0,0.0,0.002523370087146759,0.002523370087146759,0.0,0,0,0
vrd_0549,România va înlocui Polonia ca hub de tranzit pentru armele destinate Ucrainei,2025,0,0.0,0.6877898573875427,0.6877898573875427,0.0,1,1,0
vrd_0648,Ucraina construiește o stațiune de lux cu bani românești,2026,0,0.0,0.6803605556488037,0.6803605556488037,0.0,1,1,0
vrd_0384,Ucraina și Occidentul vor organiza noi atacuri teroriste în Rusia,2024,0,0.0,0.004460263065993786,0.004460263065993786,0.0,0,0,0
vrd_0059,PROPAGANDĂ DE RĂZBOI: Ucraina nu reconstruiește Harkovul pentru că știe că acesta se va alipi la Rusia,2022,0,0.0,0.0030407451558858156,0.0030407451558858156,0.0,0,0,0
vrd_0558,"Ca să distrugă Rusia, NATO e dispus să sacrifice Ucraina",2025,0,0.0,0.6717158555984497,0.6717158555984497,0.0,1,1,0
vrd_0326,SUA vor ca Zelenski să încheie războiul,2023,0,0.0,0.004507365170866251,0.004507365170866251,0.0,0,0,0
vrd_0119,"PROPAGANDĂ DE RĂZBOI: Din cauza propagandei neonaziste a Kievului, ucrainenii nu înțeleg că sunt eliberați de Rusia, nu ocupați",2022,0,0.0,0.0017633764073252678,0.0017633764073252678,0.0,0,0,0
vrd_0443,Pacea în Ucraina depinde de Occident,2024,0,0.0,0.0034448071382939816,0.0034448071382939816,0.0,0,0,0
vrd_0110,PROPAGANDĂ DE RĂZBOI: Autoritățile ucrainene au abandonat Hersonul. Regiunea se va uni cu Rusia care va proteja limba ucraineană,2022,0,0.0,0.002842169953510165,0.002842169953510165,0.0,0,0,0
vrd_0442,Referendumul privind aderarea Republicii Moldova la UE a fost fraudat de autoritatile proeuropene,2024,0,0.0,0.0058174049481749535,0.0058174049481749535,0.0,0,0,0
vrd_0668,800 de militari americani răniți au fost aduși la Baza Kogălniceanu,2026,0,0.0,0.13355962932109833,0.13355962932109833,0.0,0,0,0
vrd_0280,Trupele NATO din România ameninţă pacea,2023,0,0.0,0.6773183345794678,0.6773183345794678,0.0,1,1,0
vrd_0310,"UE vrea denazificarea Ucrainei, dar Kievul se opune",2023,0,0.0,0.019589539617300034,0.019589539617300034,0.0,0,0,0
vrd_0391,Rusia nu s-a opus apropierii Ucrainei de UE,2024,0,0.0,0.6608253121376038,0.6608253121376038,0.0,1,1,0
vrd_0300,România obligă Ucraina și Moldova să interzică limba moldovenească,2023,0,0.0,0.015353296883404255,0.015353296883404255,0.0,0,0,0
vrd_0137,PROPAGANDĂ DE RĂZBOI: Referendumurile de alipire la Rusia a teritoriilor din estul și sudul Ucrainei respectă Carta ONU,2022,0,0.0,0.0017512099584564567,0.0017512099584564567,0.0,0,0,0
vrd_0341,Parteneriatele economice cu SUA duc la faliment,2024,0,0.0,0.6738036870956421,0.6738036870956421,0.0,1,1,0
